,Title,Year,Category,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score
2432,The Amityville Horror ,2005.0,Drama|Horror|Mystery|Thriller,English,USA,R,90.0,2.35,19000000.0,64255243.0,Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,15.0,87000.0,17000.0,16000.0,120797,0,0.0,80903,518.0,220.0,6.0
2433,The Ballad of Jack and Rose ,2005.0,Drama,English,USA,R,112.0,1.66,1500000.0,712294.0,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,58.0,552.0,265.0,42.0,859,608,1.0,9408,68.0,75.0,6.7
2434,The Blood of My Brother ,2005.0,Documentary|War,English,USA,,90.0,1.66,120000.0,,Andrew Berends,,,,0.0,,,,0,14,1.0,102,7.0,12.0,6.6
2435,The Brothers Grimm ,2005.0,Action|Adventure|Comedy|Fantasy|Thriller,English,USA,PG-13,118.0,1.85,88000000.0,37899638.0,Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,0.0,13000.0,13000.0,871.0,27114,0,2.0,98472,492.0,233.0,5.9
2436,The Californians ,2005.0,Drama,English,USA,PG,87.0,1.85,,,Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas,0.0,584.0,507.0,347.0,1924,29,3.0,299,11.0,2.0,5.0
2437,The Call of Cthulhu ,2005.0,Fantasy|Horror|Mystery|Thriller,English,USA,,47.0,1.33,50000.0,,Andrew Leman,Dan Novy,David Mersault,Barry Lynch,2.0,19.0,9.0,5.0,43,0,0.0,6261,99.0,60.0,7.3
2438,The Cave ,2005.0,Adventure|Horror|Thriller,English,USA,PG-13,93.0,2.35,30000000.0,14888028.0,Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures,2.0,849.0,787.0,258.0,2178,0,0.0,28606,262.0,140.0,5.1
2439,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005.0,Adventure|Family|Fantasy,English,USA,PG,150.0,2.35,180000000.0,291709845.0,Andrew Adamson,Jim Broadbent,Kiran Shah,Shane Rangi,80.0,1000.0,190.0,82.0,1317,0,5.0,286506,1463.0,284.0,6.9
2440,The Chumscrubber ,2005.0,Comedy|Drama,English,USA,R,108.0,2.35,6800000.0,49526.0,Arie Posin,Rory Culkin,John Heard,Tim DeKay,3.0,710.0,697.0,436.0,2119,1000,1.0,16299,129.0,74.0,7.0
2441,The Constant Gardener ,2005.0,Drama|Mystery|Romance|Thriller,English,UK,R,129.0,1.85,15000000.0,33565375.0,Fernando Meirelles,Archie Panjabi,Danny Huston,Donald Sumpter,353.0,883.0,430.0,151.0,1565,0,0.0,111351,568.0,226.0,7.5
2442,The Curse of the Were-Rabbit ,2005.0,Animation|Comedy|Family|Mystery|Sci-Fi,English,UK,G,85.0,1.85,30000000.0,56068547.0,Steve Box,Mark Gatiss,Geraldine McEwan,Peter Sallis,9.0,567.0,269.0,100.0,1145,0,0.0,98160,307.0,209.0,7.5
2443,The Dark Hours ,2005.0,Horror|Thriller,English,Canada,R,80.0,1.85,500000.0,,Paul Fox,Dov Tiefenbach,Jeff Seymour,Gordon Currie,3.0,108.0,64.0,39.0,272,166,0.0,4788,52.0,80.0,6.1
2444,The Descent ,2005.0,Adventure|Horror|Thriller,English,UK,R,100.0,2.35,3500000.0,26005908.0,Neil Marshall,MyAnna Buring,Shauna Macdonald,Craig Conway,197.0,513.0,239.0,159.0,1379,10000,0.0,154938,1100.0,342.0,7.2
2445,The Devil's Rejects ,2005.0,Crime|Horror,English,USA,R,109.0,1.85,7000000.0,16901126.0,Rob Zombie,Sid Haig,Ken Foree,Lew Temple,0.0,1000.0,649.0,597.0,3544,0,0.0,76267,687.0,261.0,6.9
2446,The Dukes of Hazzard ,2005.0,Action|Adventure|Comedy,English,USA,PG-13,107.0,2.35,50000000.0,80270227.0,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,422.0,631.0,534.0,379.0,2297,0,5.0,66382,612.0,144.0,5.1
2447,The Exorcism of Emily Rose ,2005.0,Drama|Horror|Thriller,English,USA,PG-13,122.0,2.35,20000000.0,75072454.0,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,301.0,1000.0,539.0,457.0,2759,0,0.0,96569,522.0,233.0,6.7
2448,The Family Stone ,2005.0,Comedy|Drama|Romance,English,USA,PG-13,103.0,1.85,17000000.0,6061759.0,Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,15.0,723.0,552.0,172.0,1615,0,0.0,49077,475.0,142.0,6.3
2449,The Game of Their Lives ,2005.0,Drama|History|Sport,English,USA,PG,101.0,2.35,20000000.0,375474.0,David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,25.0,18000.0,723.0,407.0,20354,445,0.0,2613,46.0,21.0,6.2
2450,The Great Raid ,2005.0,Action|Drama|War,Filipino,USA,R,132.0,2.35,80000000.0,10166502.0,John Dahl,James Franco,Clayne Crawford,Paolo Montalban,131.0,11000.0,298.0,242.0,12133,0,0.0,18209,183.0,81.0,6.7
2451,The Greatest Game Ever Played ,2005.0,Drama|History|Sport,English,USA,PG,120.0,1.85,,15331289.0,Bill Paxton,Stephen Dillane,Matthew Knight,Amanda Tilson,0.0,577.0,464.0,58.0,1217,0,1.0,22289,106.0,86.0,7.5
2452,The Helix... Loaded ,2005.0,Action|Adventure|Comedy|Fantasy|Sci-Fi,English,USA,R,97.0,1.78,1000000.0,,A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky,0.0,639.0,361.0,94.0,1188,128,2.0,534,9.0,3.0,1.9
2453,The Hitchhiker's Guide to the Galaxy ,2005.0,Adventure|Comedy|Sci-Fi,English,USA,PG,109.0,2.35,50000000.0,51019112.0,Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,37.0,11000.0,2000.0,651.0,14073,10000,0.0,155745,1053.0,276.0,6.8
2454,The Interpreter ,2005.0,Crime|Mystery|Thriller,Aboriginal,UK,PG-13,128.0,2.35,80000000.0,72515360.0,Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,521.0,591.0,249.0,249.0,2100,0,1.0,86152,411.0,227.0,6.4
2455,The Island ,2005.0,Action|Adventure|Romance|Sci-Fi|Thriller,English,USA,PG-13,136.0,2.35,126000000.0,35799026.0,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,0.0,19000.0,12000.0,3000.0,34839,0,1.0,263329,899.0,257.0,6.9
2456,The Island ,2005.0,Action|Adventure|Romance|Sci-Fi|Thriller,English,USA,PG-13,136.0,2.35,126000000.0,35799026.0,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,0.0,19000.0,12000.0,3000.0,34838,0,1.0,263336,899.0,257.0,6.9
2457,The Jacket ,2005.0,Drama|Mystery|Sci-Fi|Thriller,English,USA,R,94.0,2.35,29000000.0,6301131.0,John Maybury,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,11.0,1000.0,948.0,566.0,5085,0,0.0,92850,263.0,161.0,7.1
2458,The Legend of Zorro ,2005.0,Action|Adventure|Western,Spanish,USA,PG,129.0,2.35,75000000.0,45356386.0,Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,258.0,2000.0,277.0,163.0,2864,951,1.0,71574,244.0,137.0,5.9
2459,The Longest Yard ,2005.0,Comedy|Crime|Sport,English,USA,PG-13,113.0,2.35,82000000.0,158115031.0,Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,88.0,11000.0,437.0,421.0,13693,0,11.0,130070,316.0,134.0,6.4
2460,The Lost City ,2005.0,Drama|Romance,English,USA,R,144.0,1.85,9600000.0,2483955.0,Andy Garcia,Danny Pino,Victor Rivers,Enrique Murciano,0.0,786.0,228.0,195.0,1674,957,0.0,8369,165.0,52.0,6.7
2461,The Man ,2005.0,Action|Comedy|Crime,English,Germany,PG-13,83.0,1.85,33000000.0,8326035.0,Les Mayfield,Miguel Ferrer,Susie Essman,Gigi Rice,10.0,688.0,99.0,69.0,1019,676,2.0,21933,76.0,72.0,5.5
2462,The Matador ,2005.0,Comedy|Crime|Drama|Thriller,English,USA,R,96.0,2.35,10000000.0,12570442.0,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,47.0,3000.0,497.0,442.0,4053,808,0.0,40514,234.0,191.0,6.8
2463,The Mongol King ,2005.0,Crime|Drama,English,USA,PG-13,84.0,,3250.0,,Anthony Vallone,Richard Jewell,John Considine,Sara Stepnicka,2.0,45.0,44.0,2.0,93,4,0.0,36,1.0,,7.8
2464,The Motel ,2005.0,Comedy|Drama,Cantonese,USA,,75.0,1.85,,47111.0,Michael Kang,Samantha Futerman,Clint Jordan,Jackie Nova,269.0,100.0,8.0,7.0,127,62,1.0,1227,11.0,27.0,6.8
2465,The New World ,2005.0,Biography|Drama|History|Romance,English,USA,PG-13,150.0,2.35,30000000.0,12712093.0,Terrence Malick,Christian Bale,Michael Greyeyes,Wes Studi,0.0,23000.0,909.0,855.0,27829,0,0.0,70771,671.0,222.0,6.7
2466,The Pacifier ,2005.0,Action|Comedy|Drama|Family|Thriller,English,Canada,PG,95.0,2.35,56000000.0,113006880.0,Adam Shankman,Vin Diesel,Brad Garrett,Tate Donovan,163.0,14000.0,799.0,650.0,16884,0,0.0,66308,225.0,125.0,5.5
2467,The Perfect Man ,2005.0,Comedy|Family|Romance,English,USA,PG,100.0,1.85,25000000.0,16247775.0,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,15.0,1000.0,962.0,804.0,4789,767,3.0,23527,104.0,65.0,5.5
2468,The Producers ,2005.0,Comedy|Musical,English,USA,PG-13,134.0,2.35,45000000.0,19377727.0,Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,38.0,11000.0,8000.0,2000.0,24351,0,3.0,35140,409.0,168.0,6.4
2469,The Promise ,2005.0,Action|Drama|Fantasy,Mandarin,China,PG-13,103.0,2.35,60000000.0,668171.0,Kaige Chen,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,45.0,489.0,181.0,107.0,949,445,0.0,8215,132.0,90.0,5.6
2470,The Proposition ,2005.0,Crime|Drama|Western,English,Australia,R,104.0,2.35,2000000.0,1900725.0,John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,214.0,1000.0,509.0,430.0,2129,0,1.0,43205,232.0,168.0,7.4
2471,The Protector ,2005.0,Action|Crime|Drama|Thriller,Thai,Thailand,R,111.0,1.85,200000000.0,11905519.0,Prachya Pinkaew,Jon Foo,Nathan Jones,Johnny Nguyen,64.0,778.0,635.0,380.0,2205,0,0.0,30210,214.0,112.0,7.1
2472,The Puffy Chair ,2005.0,Comedy|Drama|Romance,English,USA,R,85.0,,15000.0,192467.0,Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,157.0,830.0,224.0,10.0,1064,297,0.0,4067,71.0,51.0,6.6
2473,The Quiet ,2005.0,Drama|Thriller,English,USA,R,91.0,2.35,900000.0,381186.0,Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco,91.0,982.0,796.0,659.0,3299,698,0.0,13485,90.0,65.0,6.4
2474,The Ring Two ,2005.0,Horror|Mystery,English,USA,PG-13,128.0,1.85,,75888270.0,Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek,62.0,6000.0,989.0,874.0,10163,0,0.0,71153,560.0,196.0,5.4
2475,The Rocket: The Legend of Rocket Richard ,2005.0,Biography|Drama|Sport,French,Canada,PG,124.0,2.35,8000000.0,,Charles Binamé,Stephen McHattie,Roy Dupuis,Julie LeBreton,2.0,413.0,265.0,23.0,733,520,0.0,4412,31.0,20.0,7.7
2476,The Salon ,2005.0,Comedy|Drama,English,USA,PG-13,90.0,1.85,1500000.0,92362.0,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris,7.0,890.0,597.0,424.0,3138,68,7.0,444,5.0,14.0,4.3
2477,The Sisterhood of the Traveling Pants ,2005.0,Comedy|Drama|Family|Romance,English,USA,PG,119.0,2.35,25000000.0,39008741.0,Ken Kwapis,Mike Vogel,America Ferrera,Kyle Schmid,42.0,2000.0,953.0,917.0,6862,0,0.0,44838,223.0,88.0,6.6
2478,The Skeleton Key ,2005.0,Horror|Mystery|Thriller,English,USA,PG-13,104.0,2.35,43000000.0,47806295.0,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,34.0,545.0,351.0,280.0,1274,0,0.0,87447,371.0,193.0,6.5
2479,The Squid and the Whale ,2005.0,Comedy|Drama,English,USA,R,88.0,1.85,1500000.0,7362100.0,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,387.0,436.0,25.0,18.0,479,0,0.0,60295,232.0,110.0,7.4
2480,The Upside of Anger ,2005.0,Comedy|Drama,English,USA,R,118.0,2.35,9000000.0,18761993.0,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,57.0,975.0,931.0,805.0,2944,549,1.0,19007,219.0,125.0,6.9
2481,The Weather Man ,2005.0,Comedy|Drama,English,USA,R,102.0,1.85,22000000.0,12469811.0,Gore Verbinski,Nicolas Cage,Hope Davis,Michael Rispoli,563.0,12000.0,442.0,385.0,13156,0,1.0,69172,316.0,156.0,6.6
2482,The Wedding Date ,2005.0,Comedy|Romance,English,USA,PG-13,90.0,1.85,15000000.0,31585300.0,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,6.0,1000.0,650.0,458.0,2666,0,0.0,38248,250.0,103.0,6.1
2483,The Wendell Baker Story ,2005.0,Comedy|Drama|Romance,English,USA,PG-13,99.0,2.35,8000000.0,127144.0,Andrew Wilson,Will Ferrell,Eddie Griffin,Jacob Vargas,387.0,8000.0,489.0,399.0,9608,143,4.0,5159,27.0,32.0,5.5
2484,The White Countess ,2005.0,Drama|History|Romance|War,English,UK,PG-13,135.0,1.66,16000000.0,1666262.0,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,133.0,898.0,708.0,258.0,2096,356,0.0,5321,78.0,64.0,6.7
2485,The Work and the Glory II: American Zion ,2005.0,Drama|Western,English,USA,PG-13,100.0,2.35,6500000.0,2024854.0,Sterling Van Wagenen,Emily Podleski,Eric Johnson,Brenda Strong,0.0,1000.0,373.0,266.0,1942,19,2.0,564,21.0,4.0,6.6
2486,The World's Fastest Indian ,2005.0,Biography|Drama|Sport,English,New Zealand,PG-13,127.0,2.35,25000000.0,5128124.0,Roger Donaldson,Anthony Hopkins,Antony Starr,Craig Hall,79.0,12000.0,506.0,50.0,12574,11000,1.0,44198,251.0,126.0,7.9
2487,Three Burials ,2005.0,Adventure|Crime|Drama|Mystery|Western,English,France,R,107.0,2.35,15000000.0,5023275.0,Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,0.0,572.0,324.0,289.0,1627,0,2.0,34194,199.0,172.0,7.5
2488,Thumbsucker ,2005.0,Comedy|Drama,English,USA,R,96.0,2.35,4000000.0,1325073.0,Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,101.0,730.0,394.0,71.0,1208,708,0.0,18762,91.0,114.0,6.6
2489,Transamerica ,2005.0,Adventure|Comedy|Drama,English,USA,R,103.0,1.85,1000000.0,9013113.0,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,2.0,2000.0,508.0,226.0,3192,0,2.0,36321,230.0,169.0,7.4
2490,Transporter 2 ,2005.0,Action|Crime|Thriller,English,France,PG-13,87.0,2.35,32000000.0,43095600.0,Louis Leterrier,Jason Statham,Jason Flemyng,Matthew Modine,255.0,26000.0,1000.0,810.0,29050,0,1.0,156267,340.0,163.0,6.3
2491,Tristram Shandy: A Cock and Bull Story ,2005.0,Comedy|Drama,English,UK,R,94.0,2.35,2800000.0,1247453.0,Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,187.0,1000.0,887.0,427.0,3690,750,0.0,11202,123.0,122.0,6.8
2492,Trust the Man ,2005.0,Comedy|Drama|Romance,English,USA,R,103.0,2.35,9000000.0,1530535.0,Bart Freundlich,Billy Crudup,Garry Shandling,Dagmara Dominczyk,38.0,745.0,591.0,316.0,1721,215,3.0,7833,63.0,100.0,5.7
2493,Tsotsi ,2005.0,Crime|Drama,Zulu,UK,R,94.0,2.35,3000000.0,2912363.0,Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,151.0,113.0,64.0,29.0,278,0,1.0,25063,177.0,152.0,7.3
2494,Underclassman ,2005.0,Action|Comedy|Crime|Drama|Thriller,English,USA,PG-13,95.0,2.35,25000000.0,5654777.0,Marcos Siega,Cheech Marin,Nick Cannon,Kaylee DeFer,32.0,843.0,593.0,324.0,2165,206,3.0,4875,26.0,31.0,4.1
2495,Undiscovered ,2005.0,Comedy|Music|Romance,English,Germany,PG-13,97.0,2.35,9000000.0,1046166.0,Meiert Avis,Fisher Stevens,Kip Pardue,Perrey Reeves,0.0,922.0,374.0,230.0,1835,128,4.0,2599,45.0,41.0,4.2
2496,Unleashed ,2005.0,Action|Crime|Drama|Thriller,English,France,R,103.0,2.35,45000000.0,24520892.0,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,255.0,11000.0,5000.0,5000.0,22383,0,1.0,85198,303.0,177.0,7.0
2497,V for Vendetta ,2005.0,Action|Drama|Thriller,English,USA,R,132.0,2.35,54000000.0,70496802.0,James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,160.0,20000.0,979.0,443.0,22417,48000,1.0,791783,2042.0,525.0,8.2
2498,Valiant ,2005.0,Adventure|Animation|Comedy|Family|War,English,UK,G,76.0,1.85,35000000.0,19447478.0,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,2.0,1000.0,766.0,72.0,1908,538,0.0,15788,80.0,93.0,5.6
2499,Wah-Wah ,2005.0,Drama,English,UK,R,97.0,2.35,7000000.0,233103.0,Richard E. Grant,Emily Watson,Julie Walters,Miranda Richardson,554.0,876.0,838.0,530.0,2544,311,3.0,2670,50.0,49.0,6.9
2500,Waiting... ,2005.0,Comedy,English,USA,R,94.0,1.85,3000000.0,16101109.0,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,6.0,16000.0,1000.0,804.0,19957,0,3.0,76467,236.0,91.0,6.8
2501,Walk the Line ,2005.0,Biography|Drama|Music|Romance,English,USA,PG-13,153.0,2.39,28000000.0,119518352.0,James Mangold,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,446.0,523.0,405.0,154.0,1383,11000,0.0,188637,815.0,291.0,7.9
2502,Wal-Mart: The High Cost of Low Price ,2005.0,Documentary,English,USA,Not Rated,20.0,1.85,1500000.0,,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter,21.0,0.0,0.0,0.0,0,0,0.0,4120,70.0,56.0,6.8
2503,War of the Worlds ,2005.0,Adventure|Sci-Fi|Thriller,English,USA,PG-13,116.0,1.85,132000000.0,234277056.0,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,14000.0,10000.0,1000.0,807.0,12758,0,0.0,334345,2741.0,401.0,6.5
2504,Water ,2005.0,Drama|Romance,Hindi,Canada,PG-13,117.0,2.35,,3222857.0,Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,375.0,1000.0,329.0,31.0,1394,0,0.0,12560,147.0,91.0,7.8
2505,Where the Truth Lies ,2005.0,Crime|Drama|Mystery|Thriller,English,Canada,R,107.0,2.35,25000000.0,871527.0,Atom Egoyan,Colin Firth,Alison Lohman,Rachel Blanchard,460.0,14000.0,1000.0,490.0,16090,507,2.0,14982,128.0,97.0,6.5
2506,White Noise ,2005.0,Drama|Horror|Mystery|Thriller,English,UK,PG-13,101.0,2.35,10000000.0,55865715.0,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,13.0,494.0,392.0,368.0,2013,0,0.0,41763,403.0,173.0,5.5
2507,Winter Passing ,2005.0,Comedy|Drama,English,USA,R,98.0,1.85,3500000.0,101228.0,Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,9.0,11000.0,8000.0,405.0,20009,414,4.0,7228,53.0,50.0,6.4
2508,xXx: State of the Union ,2005.0,Action|Adventure|Crime|Thriller,English,USA,PG-13,101.0,2.35,87000000.0,26082914.0,Lee Tamahori,Sunny Mabrey,Nona Gaye,Xzibit,93.0,287.0,233.0,218.0,993,0,2.0,51349,213.0,77.0,4.3
2509,Zathura: A Space Adventure ,2005.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,English,USA,PG,101.0,1.85,65000000.0,28045540.0,Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,4000.0,17000.0,14000.0,539.0,32232,0,0.0,67707,202.0,136.0,6.1
2510,10th & Wolf ,2006.0,Crime|Drama|Thriller,English,USA,R,107.0,2.35,8000000.0,53481.0,Robert Moresco,Brian Dennehy,Brad Renfro,Dash Mihok,53.0,954.0,551.0,463.0,2512,294,5.0,5557,34.0,26.0,6.4
2511,16 Blocks ,2006.0,Action|Crime|Drama|Thriller,English,Germany,PG-13,102.0,2.35,52000000.0,36883539.0,Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,503.0,13000.0,929.0,795.0,15053,0,2.0,112769,305.0,199.0,6.6
2512,300 ,2006.0,Action|Drama|Fantasy|War,English,USA,R,117.0,2.35,65000000.0,210592590.0,Zack Snyder,Gerard Butler,Michael Fassbender,Vincent Regan,0.0,18000.0,13000.0,447.0,32360,13000,0.0,607235,2073.0,460.0,7.7
2513,A Good Year ,2006.0,Comedy|Drama|Romance,English,USA,PG-13,117.0,2.35,35000000.0,7458269.0,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,0.0,883.0,883.0,567.0,3611,9000,1.0,70698,196.0,147.0,6.9
2514,A Prairie Home Companion ,2006.0,Comedy|Drama|Music,English,USA,PG-13,105.0,2.35,10000000.0,20338609.0,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,500.0,11000.0,912.0,718.0,12946,683,8.0,19655,280.0,211.0,6.8
2515,A Scanner Darkly ,2006.0,Animation|Drama|Mystery|Sci-Fi|Thriller,English,USA,R,100.0,1.85,8700000.0,5480996.0,Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,0.0,21000.0,18000.0,407.0,39507,0,0.0,89383,293.0,232.0,7.1
2516,Akeelah and the Bee ,2006.0,Drama,English,USA,PG,112.0,2.35,,18811135.0,Doug Atchison,Curtis Armstrong,Sean Michael Afable,Tzi Ma,3.0,876.0,801.0,268.0,2832,0,0.0,15337,172.0,95.0,7.5
2517,Alex Rider: Operation Stormbreaker ,2006.0,Action|Adventure|Family|Thriller,English,Germany,PG,93.0,2.35,40000000.0,652526.0,Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,13.0,15000.0,460.0,173.0,15638,823,3.0,20201,187.0,66.0,5.1
2518,All the Boys Love Mandy Lane ,2006.0,Horror,English,USA,R,90.0,2.35,750000.0,,Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able,129.0,935.0,611.0,280.0,2170,2000,1.0,25951,129.0,233.0,5.6
2519,All the King's Men ,2006.0,Drama|Thriller,English,Germany,PG-13,128.0,1.85,55000000.0,7221458.0,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,234.0,14000.0,12000.0,581.0,27614,0,0.0,20740,178.0,127.0,6.2
2520,Alone with Her ,2006.0,Crime|Drama|Thriller,English,USA,Not Rated,78.0,1.85,1000000.0,10018.0,Eric Nicholas,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent,0.0,262.0,163.0,61.0,509,244,0.0,3228,31.0,71.0,6.1
2521,American Dreamz ,2006.0,Comedy|Music,English,USA,PG-13,107.0,1.85,19000000.0,7156725.0,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,80.0,2000.0,2000.0,841.0,5992,300,6.0,22639,217.0,153.0,5.5
2522,An Inconvenient Truth ,2006.0,Documentary,English,USA,PG,96.0,1.85,,23808111.0,Davis Guggenheim,Billy West,Al Gore,,49.0,861.0,68.0,,929,0,0.0,67654,504.0,372.0,7.5
2523,Apocalypto ,2006.0,Action|Adventure|Drama|Thriller,Maya,USA,R,139.0,1.85,40000000.0,50859889.0,Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,0.0,708.0,78.0,19.0,848,14000,0.0,236000,1043.0,283.0,7.8
2524,Aquamarine ,2006.0,Comedy|Family|Fantasy|Romance,English,USA,PG,104.0,1.85,12000000.0,18595716.0,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,20.0,836.0,826.0,717.0,3963,0,3.0,30462,150.0,66.0,5.3
2525,Arthur and the Invisibles ,2006.0,Adventure|Animation|Family|Fantasy,English,France,PG,94.0,2.35,86000000.0,15131330.0,Luc Besson,Mia Farrow,Adam LeFevre,Penny Balfour,0.0,563.0,80.0,14.0,683,941,0.0,25843,64.0,101.0,6.0
2526,ATL ,2006.0,Comedy|Crime|Drama|Music|Romance,English,USA,PG-13,105.0,2.35,,21160089.0,Chris Robinson,T.I.,Adam Boyer,Malika,49.0,680.0,503.0,104.0,1538,874,0.0,8522,92.0,54.0,6.0
2527,Babel ,2006.0,Drama,English,France,R,143.0,1.85,25000000.0,34300771.0,Alejandro G. Iñárritu,Brad Pitt,Harriet Walter,Dermot Crowley,0.0,11000.0,119.0,51.0,11248,0,3.0,243799,908.0,285.0,7.5
2528,Bandidas ,2006.0,Action|Comedy|Crime|Western,English,France,PG-13,93.0,2.35,32000000.0,,Joachim Rønning,Salma Hayek,Sam Shepard,Dwight Yoakam,18.0,4000.0,820.0,324.0,5377,0,2.0,28848,76.0,58.0,5.7
2529,Barnyard ,2006.0,Animation|Comedy|Family,English,Germany,PG,90.0,1.85,51000000.0,72601713.0,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,176.0,677.0,560.0,523.0,2055,605,1.0,21396,155.0,98.0,5.6
2530,Basic Instinct 2 ,2006.0,Crime|Mystery|Thriller,English,UK,R,116.0,2.35,70000000.0,5851188.0,Michael Caton-Jones,Charlotte Rampling,Indira Varma,Neil Maskell,105.0,844.0,729.0,246.0,1899,764,1.0,31124,313.0,159.0,4.2
2531,Beer League ,2006.0,Comedy|Sport,English,USA,R,86.0,,2800000.0,475000.0,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,3.0,833.0,549.0,327.0,2753,323,2.0,6930,53.0,20.0,6.0
2532,Beerfest ,2006.0,Comedy,English,USA,R,110.0,2.35,17500000.0,19179969.0,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,422.0,33000.0,459.0,422.0,35345,0,2.0,54710,177.0,91.0,6.3
2533,Bella ,2006.0,Drama|Romance,English,USA,PG-13,91.0,1.85,3300000.0,8108247.0,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,38.0,625.0,464.0,377.0,2747,0,0.0,9607,174.0,60.0,7.4
2534,Big Momma's House 2 ,2006.0,Comedy|Crime,English,USA,PG-13,99.0,1.85,40000000.0,70163652.0,John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,14.0,17000.0,826.0,633.0,19334,663,0.0,31968,82.0,65.0,4.6
